Enhetsnavn;EnhetsId;Fylke;Kommune;Skoletype;Vurderingsområde;Statistikk;Indikator/delskår;Periode;Eierform;Trinn;Kjønn;Verdi;Måleenhet
Verket skole;979170238;Viken fylke;Moss kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;48;Antall personer
Vesong ungdomsskole;975289613;Viken fylke;Ullensaker kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;47;Antall personer
Vestad skole;975273326;Innlandet fylke;Elverum kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;21;Antall personer
Vestby skole;975270017;Viken fylke;Vestby kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;68;Antall personer
Vestby Ungdomssskole;975297462;Viken fylke;Vestby kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;41;Antall personer
Vestby videregående skole - Avd grunnskole;914014174;Viken fylke;Vestby kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;3;Antall personer
Vestbyen skole;979646410;Trøndelag fylke;Namsos kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;26;Antall personer
Vestbygd skole;974582074;Nordland fylke;Lødingen kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;6;Antall personer
Vestbygd skule;975286134;Vestland fylke;Alver kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;22;Antall personer
Vestbygda skole;975284409;Viken fylke;Drammen kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;21;Antall personer
Vestbygda ungdomsskole;973872087;Viken fylke;Fredrikstad kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;19;Antall personer
Vesterdalen skole;975299376;Agder fylke;Kvinesdal kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;8;Antall personer
Vesterskaun skole;975272788;Viken fylke;Lillestrøm kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;19;Antall personer
Vesterøy skole;974594366;Vestfold og Telemark fylke;Sandefjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;15;Antall personer
Vestfossen barneskole;975285065;Viken fylke;Øvre Eiker kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;36;Antall personer
Vestfossen ungdomsskole;975289982;Viken fylke;Øvre Eiker kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;26;Antall personer
Vestgård skole;975299147;Viken fylke;Skiptvet kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;20;Antall personer
Vestli skole;974590344;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;40;Antall personer
Vestmyra skole;974628511;Nordland fylke;Fauske - Fuosko kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;82;Antall personer
Vestre Aker skole;974590654;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;28;Antall personer
Vestre Jakobselv skole;975279669;Troms og Finnmark fylke;Vadsø kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;15;Antall personer
Vestre Sandøya skole;975283089;Agder fylke;Tvedestrand kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;3;Antall personer
Vestre Slidre skule;974596946;Innlandet fylke;Vestre Slidre kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;36;Antall personer
Vestre Toten ungdomsskole;922758328;Innlandet fylke;Vestre Toten kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;56;Antall personer
Vestre Trysil skole;975273369;Innlandet fylke;Trysil kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;6;Antall personer
Vestsiden skole;975277976;Vestfold og Telemark fylke;Porsgrunn kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;40;Antall personer
Vestsiden ungdomsskole;975284670;Viken fylke;Kongsberg kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;44;Antall personer
Vestskogen skole;975271331;Vestfold og Telemark fylke;Færder kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;37;Antall personer
Veståsen skole;975297373;Viken fylke;Gjerdrum kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;29;Antall personer
Vetland skole;973626361;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;27;Antall personer
Vettre skole;974578328;Viken fylke;Asker kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;26;Antall personer
Vevelstad Sentralskole;975283925;Nordland fylke;Vevelstad kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;12;Antall personer
Vevelstadåsen skole;874593532;Viken fylke;Nordre Follo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;29;Antall personer
Vevring skule;975276619;Vestland fylke;Sunnfjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;2;Antall personer
Vigeland ungdomsskole;975271706;Agder fylke;Lindesnes kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;22;Antall personer
Vigernes skole;973609033;Viken fylke;Lillestrøm kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;44;Antall personer
Viggja oppvekstsenter - Avdeling skole;974563258;Trøndelag fylke;Skaun kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;9;Antall personer
Vigmostad skole (privat);914059135;Agder fylke;Lindesnes kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Privat;Alle trinn;Begge kjønn;6;Antall personer
Vigra skule;975284050;Møre og Romsdal fylke;Giske kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;24;Antall personer
Vigrestad skule;975275884;Rogaland fylke;Hå kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;23;Antall personer
Vigrestad Storskule;975275833;Rogaland fylke;Hå kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;30;Antall personer
Vigvoll skole;974598728;Agder fylke;Kristiansand kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;17;Antall personer
Vik oppvekstsenter - Avdeling skole;975285820;Troms og Finnmark fylke;Kvæfjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;5;Antall personer
Vik skole;974043785;Nordland fylke;Sømna kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;28;Antall personer
Vik skole;975284492;Viken fylke;Hole kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;32;Antall personer
Vik skole (utgått);974573415;Møre og Romsdal fylke;Ålesund kommune (utgått);Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;4;Antall personer
Vik skule;974618591;Møre og Romsdal fylke;Sykkylven kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;14;Antall personer
Vik skule;975281132;Rogaland fylke;Vindafjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;6;Antall personer
Vikane skule;975276996;Vestland fylke;Stryn kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;8;Antall personer
Vike Montessoriskule Sa (privat);985922624;Møre og Romsdal fylke;Vestnes kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Privat;Alle trinn;Begge kjønn;9;Antall personer
Vikebygd skule;975281752;Vestland fylke;Ullensvang kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;8;Antall personer
Vikedal skule;974618109;Rogaland fylke;Vindafjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;18;Antall personer
Vikemarka skule;975299864;Møre og Romsdal fylke;Ørsta kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;32;Antall personer
Vikersund skole;975284980;Viken fylke;Modum kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;36;Antall personer
Vikeså skule;974623528;Rogaland fylke;Bjerkreim kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;36;Antall personer
Vikevåg skule;983618979;Rogaland fylke;Stavanger kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;32;Antall personer
Vikhammer skole;975282872;Trøndelag fylke;Malvik kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;24;Antall personer
Vikhammer ungdomsskole;975320200;Trøndelag fylke;Malvik kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;34;Antall personer
Vikhammeråsen Grendaskole;875299662;Trøndelag fylke;Malvik kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;8;Antall personer
Vikran skole;974566583;Troms og Finnmark fylke;Tromsø kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;4;Antall personer
Viksdalen skule;875276522;Vestland fylke;Sunnfjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;13;Antall personer
Vikse skule;975292827;Vestland fylke;Sveio kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;14;Antall personer
Vikstranda skole;975285529;Troms og Finnmark fylke;Senja kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;19;Antall personer
Vikten skole (privat);973511017;Nordland fylke;Flakstad kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Privat;Alle trinn;Begge kjønn;11;Antall personer
Vikåsen skole;975327043;Trøndelag fylke;Trondheim kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;29;Antall personer
Vilberg skole;975272303;Viken fylke;Eidsvoll kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;31;Antall personer
Vilberg skole;975274128;Innlandet fylke;Østre Toten kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;19;Antall personer
Vilberg ungdomsskole;975272257;Viken fylke;Eidsvoll kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;35;Antall personer
Vinderen skole;974590352;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;37;Antall personer
Vindingstad skole;975274802;Innlandet fylke;Gjøvik kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;30;Antall personer
Vingar skole;975274853;Innlandet fylke;Lillehammer kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;16;Antall personer
Vingelen skole;975273571;Innlandet fylke;Tolga kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;9;Antall personer
Vingrom skole;875274872;Innlandet fylke;Lillehammer kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;12;Antall personer
Vinjar skule - Avd skule;974617080;Rogaland fylke;Suldal kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;13;Antall personer
Vinjeøra skole;975279146;Trøndelag fylke;Heim kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;6;Antall personer
Vinnes Friskule (privat);976831055;Vestland fylke;Bjørnafjorden kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Privat;Alle trinn;Begge kjønn;4;Antall personer
Vinstra ungdomsskole;976641345;Innlandet fylke;Nord-Fron kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;30;Antall personer
Virik skole;974594374;Vestfold og Telemark fylke;Sandefjord kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;28;Antall personer
Vistdal skole;875284282;Møre og Romsdal fylke;Molde kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;5;Antall personer
Visthus skole;974569574;Nordland fylke;Vevelstad kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;2;Antall personer
Voksen skole;974590360;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;52;Antall personer
Voksentoppen skole;974590727;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;14;Antall personer
Volda ungdomsskule;975289761;Møre og Romsdal fylke;Volda kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;43;Antall personer
Volden skole;975271218;Vestfold og Telemark fylke;Tønsberg kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;15;Antall personer
Volla skole;973609041;Viken fylke;Lillestrøm kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;41;Antall personer
Vollan skole (privat);981607228;Trøndelag fylke;Oppdal kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Privat;Alle trinn;Begge kjønn;11;Antall personer
Vollebekk skole;918399267;Oslo fylke;Oslo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;44;Antall personer
Vollen ungdomsskole;984577311;Viken fylke;Asker kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;39;Antall personer
Volsdalen skole;974573482;Møre og Romsdal fylke;Ålesund kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;30;Antall personer
Vormedal ungdomsskole;975297489;Rogaland fylke;Karmøy kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;32;Antall personer
Vormsund ungdomsskole;975272435;Viken fylke;Nes kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;32;Antall personer
Voss ungdomsskule;975289702;Vestland fylke;Voss kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;58;Antall personer
Vossestrand barne- og ungdomsskule;975281884;Vestland fylke;Voss kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;21;Antall personer
Vuku barne- og ungdomsskole;974036606;Trøndelag fylke;Verdal kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;29;Antall personer
Værøy skole;974622882;Nordland fylke;Værøy kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;19;Antall personer
Vøyenenga skole;989280902;Viken fylke;Bærum kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;36;Antall personer
Våge skule;975290263;Vestland fylke;Bømlo kommune;Grunnskole;Fakta om opplæringa;Elevar, lærarar, skolar;Talet på lærarar;2019-2020;Offentlig;Alle trinn;Begge kjønn;10;Antall personer
